ward_id,ward_name_vi,minx,miny,maxx,maxy,lat,lon,ward_name_norm,ward_prefix_norm,ward_name_core_norm,district_name_vi,district_name_norm
ID_02233,Xã Chuyên Mỹ,105.843689,20.668412,105.9230850000001,20.762711,20.7155615,105.88338700000006,xa chuyen my,xa,chuyen my,Huyện Phú Xuyên,huyen phu xuyen
ID_02016,Xã Cổ Đô,105.352353,21.236753,105.445574,21.305671,21.271212,105.3989635,xa co do,xa,co do,Huyện Ba Vì,huyen ba vi
ID_00432,Xã Đại Thanh,105.789454,20.909284,105.84445,20.959053,20.9341685,105.816952,xa dai thanh,xa,dai thanh,Huyện Thanh Trì,huyen thanh tri
ID_01151,Xã Đại Xuyên,105.9023240000001,20.650756,106.0031900000001,20.743261,20.697008500000003,105.9527570000001,xa dai xuyen,xa,dai xuyen,Huyện Phú Xuyên,huyen phu xuyen
ID_02092,Xã Dân Hòa,105.734792,20.780139,105.841439,20.841203,20.810671,105.7881155,xa dan hoa,xa,dan hoa,Huyện Thanh Oai,huyen thanh oai
ID_00008,Xã Đan Phượng,105.64482,21.066248,105.6875140000001,21.123078,21.094663,105.66616700000006,xa dan phuong,xa,dan phuong,Huyện Đan Phượng,huyen dan phuong
ID_01395,Xã Đa Phúc,105.8618440000001,21.177006,105.93906,21.317849,21.2474275,105.90045200000006,xa da phuc,xa,da phuc,Huyện Sóc Sơn,huyen soc son
ID_01844,Xã Đoài Phương,105.438365,21.02175,105.537978,21.106131,21.0639405,105.4881715,xa doai phuong,xa,doai phuong,Thị xã Sơn Tây,thi xa son tay
ID_01542,Xã Đông Anh,105.827071,21.066331,105.91526,21.154174,21.1102525,105.8711655,xa dong anh,xa,dong anh,Huyện Đông Anh,huyen dong anh
ID_01939,Xã Dương Hòa,105.646137,21.021777,105.6966830000001,21.076183,21.04898,105.67141000000004,xa duong hoa,xa,duong hoa,Huyện Hoài Đức,huyen hoai duc
ID_01444,Xã Gia Lâm,105.91796,20.963198,105.9774730000001,21.034158,20.998678,105.94771650000004,xa gia lam,xa,gia lam,Huyện Gia Lâm,huyen gia lam
ID_02288,Xã Hạ Bằng,105.5154890000001,20.974285,105.5959440000001,21.058765,21.016525,105.5557165000001,xa ha bang,xa,ha bang,Huyện Thạch Thất,huyen thach that
ID_01346,Xã Hát Môn,105.5893,21.040186,105.664924,21.137673,21.0889295,105.627112,xa hat mon,xa,hat mon,Huyện Phúc Thọ,huyen phuc tho
ID_00454,Xã Hoài Đức,105.6755370000001,21.033466,105.729675,21.090199,21.0618325,105.70260600000006,xa hoai duc,xa,hoai duc,Huyện Hoài Đức,huyen hoai duc
ID_01289,Xã Hòa Lạc,105.461495,20.97794,105.556537,21.048272,21.013106,105.509016,xa hoa lac,xa,hoa lac,Huyện Thạch Thất,huyen thach that
ID_00936,Xã Hòa Phú,105.65686,20.804978,105.7614850000001,20.859272,20.832125,105.70917250000004,xa hoa phu,xa,hoa phu,Huyện Chương Mỹ,huyen chuong my
ID_00588,Xã Hòa Xá,105.742483,20.611633,105.83405,20.722413,20.667023,105.7882665,xa hoa xa,xa,hoa xa,Huyện Ứng Hòa,huyen ung hoa
ID_00507,Xã Hồng Sơn,105.6607500000001,20.666372,105.771031,20.765546,20.715959,105.71589050000006,xa hong son,xa,hong son,Huyện Mỹ Đức,huyen my duc
ID_02661,Xã Hồng Vân,105.857603,20.847612,105.9250150000001,20.912078,20.879845000000003,105.89130900000004,xa hong van,xa,hong van,Huyện Thường Tín,huyen thuong tin
ID_00294,Xã Hưng Đạo,105.6307390000001,20.948786,105.7258630000001,20.990395,20.9695905,105.6783010000001,xa hung dao,xa,hung dao,Huyện Quốc Oai,huyen quoc oai
ID_01172,Xã Hương Sơn,105.715007,20.564283,105.812979,20.674985,20.619634,105.763993,xa huong son,xa,huong son,Huyện Mỹ Đức,huyen my duc
ID_01581,Xã Kiều Phú,105.573627,20.935197,105.636657,21.011863,20.97353,105.605142,xa kieu phu,xa,kieu phu,Huyện Quốc Oai,huyen quoc oai
ID_01344,Xã Kim Anh,105.7234980000001,21.236328,105.803176,21.355708,21.296018,105.76333700000004,xa kim anh,xa,kim anh,Huyện Sóc Sơn,huyen soc son
ID_01256,Xã Liên Minh,105.622871,21.091165,105.67654,21.171373,21.131269,105.6497055,xa lien minh,xa,lien minh,Huyện Đan Phượng,huyen dan phuong
ID_01070,Xã Mê Linh,105.69712,21.104909,105.772582,21.188748,21.1468285,105.734851,xa me linh,xa,me linh,Huyện Mê Linh,huyen me linh
ID_01473,Xã Minh Châu,105.438554,21.181692,105.467642,21.23757,21.209631,105.453098,xa minh chau,xa,minh chau,Huyện Ba Vì,huyen ba vi
ID_02607,Xã Mỹ Đức,105.663787,20.597052,105.777198,20.711536,20.654294,105.7204925,xa my duc,xa,my duc,Huyện Mỹ Đức,huyen my duc
ID_02851,Xã Nam Phù,105.8591150000001,20.903032,105.915262,20.934891,20.9189615,105.88718850000004,xa nam phu,xa,nam phu,Huyện Thanh Trì,huyen thanh tri
ID_00466,Xã Ngọc Hồi,105.806115,20.895295,105.8627690000001,20.929099,20.912197,105.83444200000004,xa ngoc hoi,xa,ngoc hoi,Huyện Thanh Trì,huyen thanh tri
ID_02388,Xã Nội Bài,105.732226,21.184207,105.838396,21.287996,21.2361015,105.785311,xa noi bai,xa,noi bai,Huyện Sóc Sơn,huyen soc son
ID_03274,Xã Ô Diên,105.6719180000001,21.069453,105.7372500000001,21.142765,21.106109,105.7045840000001,xa o dien,xa,o dien,Huyện Đan Phượng,huyen dan phuong
ID_00042,Xã Phú Cát,105.503764,20.910086,105.620392,20.989282,20.949684,105.562078,xa phu cat,xa,phu cat,Huyện Quốc Oai,huyen quoc oai
ID_01949,Xã Phúc Lộc,105.515138,21.117177,105.62771,21.173684,21.145430500000003,105.571424,xa phuc loc,xa,phuc loc,Huyện Phúc Thọ,huyen phuc tho
ID_00287,Xã Phúc Sơn,105.6476830000001,20.732598,105.726188,20.829842,20.78122,105.68693550000005,xa phuc son,xa,phuc son,Huyện Mỹ Đức,huyen my duc
ID_03258,Xã Phúc Thịnh,105.7704640000001,21.12455,105.856197,21.192928,21.158739,105.81333050000003,xa phuc thinh,xa,phuc thinh,Huyện Đông Anh,huyen dong anh
ID_00974,Xã Phúc Thọ,105.500608,21.075024,105.611458,21.139435,21.1072295,105.556033,xa phuc tho,xa,phuc tho,Huyện Phúc Thọ,huyen phuc tho
ID_02069,Xã Phù Đổng,105.896293,21.03746,106.001649,21.121135,21.0792975,105.948971,xa phu dong,xa,phu dong,Huyện Gia Lâm,huyen gia lam
ID_01560,Xã Phú Nghĩa,105.5975040000001,20.880687,105.677256,20.955699,20.918193,105.63738000000004,xa phu nghia,xa,phu nghia,Huyện Chương Mỹ,huyen chuong my
ID_01442,Xã Phượng Dực,105.7920550000001,20.736907,105.889743,20.807121,20.772014,105.84089900000004,xa phuong duc,xa,phuong duc,Huyện Phú Xuyên,huyen phu xuyen
ID_01591,Xã Phú Xuyên,105.868505,20.718749,105.9692390000001,20.810201,20.764475,105.91887200000004,xa phu xuyen,xa,phu xuyen,Huyện Phú Xuyên,huyen phu xuyen
ID_00253,Xã Quảng Bị,105.645798,20.843509,105.7564160000001,20.899666,20.8715875,105.70110700000004,xa quang bi,xa,quang bi,Huyện Chương Mỹ,huyen chuong my
ID_00822,Xã Quang Minh,105.711375,21.168029,105.79089,21.229076,21.1985525,105.7511325,xa quang minh,xa,quang minh,Huyện Mê Linh,huyen me linh
ID_00721,Xã Quảng Oai,105.374485,21.136637,105.4748850000001,21.218727,21.177682,105.42468500000004,xa quang oai,xa,quang oai,Huyện Ba Vì,huyen ba vi
ID_00938,Xã Quốc Oai,105.6143840000001,20.970551,105.677533,21.046119,21.008335,105.64595850000003,xa quoc oai,xa,quoc oai,Huyện Quốc Oai,huyen quoc oai
ID_01670,Xã Sóc Sơn,105.805601,21.188835,105.887537,21.302008,21.2454215,105.846569,xa soc son,xa,soc son,Huyện Sóc Sơn,huyen soc son
ID_02583,Xã Sơn Đồng,105.663257,21.002534,105.738972,21.051534,21.027034,105.7011145,xa son dong,xa,son dong,Huyện Hoài Đức,huyen hoai duc
ID_00601,Xã Suối Hai,105.318322,21.082334,105.4310770000001,21.166562,21.124448,105.37469950000003,xa suoi hai,xa,suoi hai,Huyện Ba Vì,huyen ba vi
ID_02425,Xã Tam Hưng,105.76745,20.839571,105.824433,20.917165,20.878368,105.7959415,xa tam hung,xa,tam hung,Huyện Thanh Oai,huyen thanh oai
ID_00517,Xã Tây Phương,105.583037,21.002256,105.640147,21.077769,21.0400125,105.611592,xa tay phuong,xa,tay phuong,Huyện Thạch Thất,huyen thach that
ID_01925,Xã Thạch Thất,105.5230760000001,21.030651,105.5940570000001,21.101952,21.0663015,105.5585665000001,xa thach that,xa,thach that,Huyện Thạch Thất,huyen thach that
ID_01029,Xã Thanh Oai,105.728331,20.8115,105.80145,20.877321,20.8444105,105.7648905,xa thanh oai,xa,thanh oai,Huyện Thanh Oai,huyen thanh oai
ID_02245,Xã Thanh Trì,105.835708,20.922073,105.8864710000001,20.956582,20.9393275,105.86108950000003,xa thanh tri,xa,thanh tri,Huyện Thanh Trì,huyen thanh tri
ID_01413,Xã Thiên Lộc,105.7320670000001,21.097549,105.8093920000001,21.154488,21.1260185,105.7707295000001,xa thien loc,xa,thien loc,Huyện Đông Anh,huyen dong anh
ID_00124,Xã Thuận An,105.9337770000001,20.996913,106.020128,21.069549,21.033231,105.97695250000004,xa thuan an,xa,thuan an,Huyện Gia Lâm,huyen gia lam
ID_02599,Xã Thư Lâm,105.8463540000001,21.118787,105.926711,21.207328,21.1630575,105.88653250000004,xa thu lam,xa,thu lam,Huyện Đông Anh,huyen dong anh
ID_03267,Xã Thượng Phúc,105.826303,20.794965,105.891326,20.861857,20.828411000000003,105.8588145,xa thuong phuc,xa,thuong phuc,Huyện Thường Tín,huyen thuong tin
ID_01237,Xã Thường Tín,105.812779,20.835573,105.8759340000001,20.904391,20.869982,105.84435650000006,xa thuong tin,xa,thuong tin,Huyện Thường Tín,huyen thuong tin
ID_02613,Xã Tiến Thắng,105.6358170000001,21.17595,105.747212,21.239459,21.2077045,105.69151450000004,xa tien thang,xa,tien thang,Huyện Mê Linh,huyen me linh
ID_01371,Xã Trần Phú,105.5993050000001,20.792222,105.690861,20.881948,20.837085,105.64508300000006,xa tran phu,xa,tran phu,Huyện Chương Mỹ,huyen chuong my
ID_01999,Xã Trung Giã,105.784674,21.277222,105.899527,21.385421,21.3313215,105.8421005,xa trung gia,xa,trung gia,Huyện Sóc Sơn,huyen soc son
ID_01637,Xã Ứng Hòa,105.790397,20.643107,105.9056400000001,20.741577,20.692342,105.84801850000004,xa ung hoa,xa,ung hoa,Huyện Ứng Hòa,huyen ung hoa
ID_03299,Xã Ứng Thiên,105.705177,20.736924,105.80649,20.809288,20.773106,105.7558335,xa ung thien,xa,ung thien,Huyện Ứng Hòa,huyen ung hoa
ID_02968,Xã Vân Đình,105.6963930000001,20.694327,105.8203950000001,20.777891,20.736109,105.7583940000001,xa van dinh,xa,van dinh,Huyện Ứng Hòa,huyen ung hoa
ID_01090,Xã Vật Lại,105.3392670000001,21.171516,105.451673,21.252301,21.2119085,105.39547000000005,xa vat lai,xa,vat lai,Huyện Ba Vì,huyen ba vi
ID_00967,Xã Vĩnh Thanh,105.7812720000001,21.081403,105.8501810000001,21.126085,21.103744,105.8157265000001,xa vinh thanh,xa,vinh thanh,Huyện Đông Anh,huyen dong anh
ID_02509,Xã Xuân Mai,105.5508990000001,20.80605,105.642502,20.916071,20.8610605,105.59670050000004,xa xuan mai,xa,xuan mai,Huyện Chương Mỹ,huyen chuong my
ID_02531,Xã Yên Bài,105.376644,21.011365,105.469241,21.104938,21.0581515,105.4229425,xa yen bai,xa,yen bai,Huyện Ba Vì,huyen ba vi
ID_01021,Xã Yên Lãng,105.615144,21.132306,105.702027,21.210965,21.1716355,105.6585855,xa yen lang,xa,yen lang,Huyện Mê Linh,huyen me linh
ID_03054,Xã Yên Xuân,105.3916940000001,20.929425,105.5301460000001,21.018204,20.9738145,105.4609200000001,xa yen xuan,xa,yen xuan,Huyện Thạch Thất,huyen thach that
