model,query,has_context,gt_intent,gt_scope,pred_raw,pred_intent,pred_scope,route_ok,latency_ms
Qwen2.5-0.5B,Đi ra ngoài có ổn không?,True,activity_weather,city,"{""intent"": ""activity_weather"", ""scope"": ""city"", ""confidence"": 0.91, ""rewritten_query"": ""Hà Nội hôm nay có phù hợp đi ra ngoài không?""}",activity_weather,city,True,1238.4
Qwen2.5-0.5B,Có mấy độ ẩm ở đây?,True,humidity_fog_query,district,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.89, ""rewritten_query"": ""Độ ẩm ở quận Nam Từ Liêm hôm nay là bao nhiêu?""}",humidity_fog_query,district,True,1516.4
Qwen2.5-0.5B,Dự báo thời tiết Hà Nội theo giờ cho buổi sáng như thế nào?,False,hourly_forecast,city,"{""intent"": ""hourly_forecast"", ""scope"": ""city"", ""confidence"": 0.9}",hourly_forecast,city,True,737.8
Qwen2.5-0.5B,Hôm nay thời tiết ở Mê Linh thế nào nhỉ?,False,smalltalk_weather,district,"{""intent"": ""smalltalk_weather"", ""scope"": ""district"", ""confidence"": 0.9}",smalltalk_weather,district,True,656.0
Qwen2.5-0.5B,Gia Lâm sáng mai gió như thế nào?,True,wind_query,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""Gió sáng mai ở huyện Gia Lâm như thế nào?""}",wind_query,district,True,1254.9
Qwen2.5-0.5B,"Trưa nay có nên đi dạo một chút ở Vĩnh Thanh, Đông Anh không?",False,activity_weather,ward,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.9}",activity_weather,ward,True,616.6
Qwen2.5-0.5B,Cường độ UV như thế nào?,True,expert_weather_param,ward,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.89, ""rewritten_query"": ""UV ở phường Yên Hòa hiện tại bao nhiêu?""}",expert_weather_param,ward,True,1195.7
Qwen2.5-0.5B,Đêm nay có sương mù không bạn?,False,humidity_fog_query,city,"{""intent"": ""humidity_fog_query"", ""scope"": ""city"", ""confidence"": 0.9}",humidity_fog_query,city,True,672.7
Qwen2.5-0.5B,Thời tiết Sóc Sơn mấy ngày qua có thay đổi gì không?,False,seasonal_context,district,"{""intent"": ""seasonal_context"", ""scope"": ""district"", ""confidence"": 0.9}",seasonal_context,district,True,644.7
Qwen2.5-0.5B,So sánh thời tiết Ba Đình và Cầu Giấy?,False,location_comparison,district,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.9}",location_comparison,district,True,616.5
Qwen2.5-0.5B,Tốc độ gió ở khu vực Hồ Gươm bao nhiêu?,False,wind_query,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.9}",wind_query,district,True,618.2
Qwen2.5-0.5B,Khu vực Bệnh viện Bạch Mai trưa nay có an toàn không?,False,weather_alert,district,"{""intent"": ""weather_alert"", ""scope"": ""district"", ""confidence"": 0.9}",weather_alert,district,True,618.0
Qwen2.5-0.5B,Ở Sân bay Nội Bài buổi chiều có mưa không?,False,rain_query,district,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.9}",rain_query,district,True,616.6
Qwen2.5-0.5B,o ho hoan kiem hom nay mac gi cho phu hop?,False,activity_weather,district,"{""intent"": ""smalltalk_weather"", ""scope"": ""district"", ""confidence"": 0.9}",smalltalk_weather,district,False,650.0
Qwen2.5-0.5B,Có giông không?,True,weather_alert,district,"{""intent"": ""weather_alert"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""Quận Gia Lâm có giông không?""}",weather_alert,district,True,1122.5
Qwen2.5-0.5B,thoi tiet quan ba dinh hom nay nhin chung the nao?,False,weather_overview,district,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.9}",weather_overview,district,True,647.0
Qwen2.5-0.5B,Tổng quan hôm nay ở đó thế nào?,True,weather_overview,district,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.96, ""rewritten_query"": ""Tổng quan thời tiết hôm nay ở quận Hoàn Kiếm như thế nào?""}",weather_overview,district,True,1456.1
Qwen2.5-0.5B,Độ ẩm ở phường Yên Lãng bao nhiêu rồi?,False,humidity_fog_query,ward,"{""intent"": ""humidity_fog_query"", ""scope"": ""ward"", ""confidence"": 0.9}",humidity_fog_query,ward,True,693.1
Qwen2.5-0.5B,Ba Vì sáng sớm có sương muối không?,False,humidity_fog_query,district,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.9}",humidity_fog_query,district,True,675.8
Qwen2.5-0.5B,Phường Lĩnh Nam chiều nay có nguy hiểm gì không?,False,weather_alert,ward,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.9}",weather_alert,ward,True,614.8
Qwen2.5-0.5B,thoi tiet soc son may ngay qua co thay doi gi khong?,False,seasonal_context,district,"{""intent"": ""seasonal_context"", ""scope"": ""district"", ""confidence"": 0.9}",seasonal_context,district,True,644.2
Qwen2.5-0.5B,Tối nay?,True,hourly_forecast,district,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.91, ""tối nay?"" : ""Tối nay ở quận Cầu Giấy thời tiết ra sao?""}",hourly_forecast,district,True,1376.5
Qwen2.5-0.5B,Xu hướng nhiệt độ mấy ngày qua thế nào?,False,seasonal_context,city,"{""intent"": ""seasonal_context"", ""scope"": ""city"", ""confidence"": 0.9}",seasonal_context,city,True,636.3
Qwen2.5-0.5B,Lúc này mưa không?,True,current_weather,district,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""Bắc Từ Liêm hôm nay có mưa không?""}",rain_query,district,False,1168.6
Qwen2.5-0.5B,Cho mình biết thời tiết ở Hồ Linh Đàm hiện nay,False,current_weather,district,"{""intent"": ""current_weather"", ""scope"": ""district"", ""confidence"": 0.9}",current_weather,district,True,608.6
Qwen2.5-0.5B,Thời tiết hôm sau ở Phố cổ Hà Nội có gì đặc biệt không?,False,daily_forecast,district,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.9}",daily_forecast,district,True,648.4
Qwen2.5-0.5B,Gió mạnh tại sân bay Nội Bài giờ này là bao nhiêu?,False,wind_query,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.9}",wind_query,district,True,608.1
Qwen2.5-0.5B,Bữa nay ở Sóc Sơn có sương mù không hả?,False,humidity_fog_query,district,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.9}",humidity_fog_query,district,True,663.7
Qwen2.5-0.5B,Quận nào ở Hà Nội hiện giờ đang có mưa nhỉ?,False,location_comparison,city,"{""intent"": ""location_comparison"", ""scope"": ""city"", ""confidence"": 0.9}",location_comparison,city,True,610.9
Qwen2.5-0.5B,Dự báo ngày mai?,False,weather_overview,city,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.9}",daily_forecast,city,False,644.9
Qwen2.5-0.5B,Đống Đa và Hoàn Kiếm nơi nào mát hơn?,True,location_comparison,district,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.91}",location_comparison,district,True,646.7
Qwen2.5-0.5B,Hà Nội hôm nay nên mặc gì?,False,activity_weather,city,"{""intent"": ""activity_weather"", ""scope"": ""city"", ""confidence"": 0.9}",activity_weather,city,True,618.6
Qwen2.5-0.5B,"co nen di bo buoi sang o yen nghia, ha dong hom nay khong?",False,activity_weather,ward,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.9}",activity_weather,ward,True,619.1
Qwen2.5-0.5B,Đi dạo ở đây có ổn không?,True,activity_weather,city,"{""intent"": ""activity_weather"", ""scope"": ""city"", ""confidence"": 0.91, ""rewritten_query"": ""Hà Nội hôm nay có phù hợp đi dạo không?""}",activity_weather,city,True,1238.3
Qwen2.5-0.5B,Hà Nội thời tiết đẹp nhỉ bạn?,False,smalltalk_weather,city,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.9}",smalltalk_weather,city,True,634.7
Qwen2.5-0.5B,Có cảnh báo mưa lớn ở Hà Nội tối nay không?,False,weather_alert,city,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.9}",weather_alert,city,True,608.2
Qwen2.5-0.5B,Hà Nội cuối tuần dự báo thế nào?,True,daily_forecast,city,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.93}",daily_forecast,city,True,665.4
Qwen2.5-0.5B,Bây giờ ở xã Đông Anh thì nhiệt độ đang ở mức nào?,False,temperature_query,ward,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.9}",temperature_query,ward,True,609.5
Qwen2.5-0.5B,Bầu trời ở khu vực Hồ Gươm bây giờ trông như thế nào?,False,current_weather,district,"{""intent"": ""current_weather"", ""scope"": ""district"", ""confidence"": 0.9}",current_weather,district,True,610.9
Qwen2.5-0.5B,Tốc độ gió ở khu vực Sân Mỹ Đình bao nhiêu?,False,wind_query,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.9}",wind_query,district,True,611.4
Qwen2.5-0.5B,Có cảnh báo mưa lớn ở Hà Nội buổi tối không?,False,weather_alert,city,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.9}",weather_alert,city,True,613.1
Qwen2.5-0.5B,Cho mình biết dự báo theo giờ ở Mỹ Đức tối nay,False,hourly_forecast,district,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.9}",hourly_forecast,district,True,664.0
Qwen2.5-0.5B,Yên Sở tổng quan thời tiết hôm nay?,False,weather_overview,ward,"{""intent"": ""weather_overview"", ""scope"": ""ward"", ""confidence"": 0.9}",weather_overview,ward,True,636.7
Qwen2.5-0.5B,nhiet do o gia lam ngay bay gio bao nhieu?,False,temperature_query,district,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.9}",temperature_query,district,True,610.3
Qwen2.5-0.5B,"Tối nay phường Nhật Tân, Tây Hồ có mưa rào hay giông không?",False,weather_alert,ward,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.9}",weather_alert,ward,True,608.2
Qwen2.5-0.5B,thu tu o ha noi du bao nhiet do la bao nhieu?,False,temperature_query,city,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.9}",historical_weather,city,False,642.3
Qwen2.5-0.5B,Hiện tại áp suất khí quyển tại Hà Nội là bao nhiêu ta?,False,expert_weather_param,city,"{""intent"": ""expert_weather_param"", ""scope"": ""city"", ""confidence"": 0.9}",expert_weather_param,city,True,637.4
Qwen2.5-0.5B,Gió ở quận Long Biên hiện tại mạnh không?,False,current_weather,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.9}",wind_query,district,False,611.6
Qwen2.5-0.5B,Có dự báo theo giờ cho Bờ Hồ chiều nay không nhỉ?,False,hourly_forecast,district,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.9}",hourly_forecast,district,True,685.3
Qwen2.5-0.5B,Trời ở Nam Từ Liêm hôm nay đẹp không?,False,smalltalk_weather,district,"{""intent"": ""smalltalk_weather"", ""scope"": ""district"", ""confidence"": 0.9}",smalltalk_weather,district,True,643.0
Qwen2.5-0.5B,Áp suất ở Bến xe Nam Từ Liêm giờ này bao nhiêu?,False,expert_weather_param,district,"{""intent"": ""expert_weather_param"", ""scope"": ""district"", ""confidence"": 0.9}",expert_weather_param,district,True,647.9
Qwen2.5-0.5B,So với hôm qua thì ở Hồ Linh Đàm hôm nay thế nào?,False,seasonal_context,district,"{""intent"": ""seasonal_context"", ""scope"": ""district"", ""confidence"": 0.9}",seasonal_context,district,True,636.8
Qwen2.5-0.5B,Thời tiết Hà Nội có gì đáng lo hôm nay?,False,weather_alert,city,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.9}",weather_alert,city,True,625.1
Qwen2.5-0.5B,"So với hôm qua thì Mê Linh, Mê Linh hôm nay thế nào?",False,seasonal_context,ward,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.9}",seasonal_context,ward,True,636.1
Qwen2.5-0.5B,Có ảnh hưởng đến việc đi xe không?,True,activity_weather,district,"{""intent"": ""activity_weather"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""Hôm nay ở huyện Gia Lâm có phù hợp để đi xe không?""}",activity_weather,district,True,1294.2
Qwen2.5-0.5B,Tốt nhất đi bộ lúc mấy giờ?,True,activity_weather,ward,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.91, ""rewritten_query"": ""Ở phường Yên Hòa lúc mấy giờ tốt nhất để đi bộ?""}",activity_weather,ward,True,1182.4
Qwen2.5-0.5B,Tối nay ở Hà Nội có gió xoáy mạnh không?,False,wind_query,city,"{""intent"": ""wind_query"", ""scope"": ""city"", ""confidence"": 0.9}",wind_query,city,True,601.1
Qwen2.5-0.5B,"Cách đây 2 hôm, thời tiết ở Cao tốc Pháp Vân ra sao?",False,historical_weather,district,"{""intent"": ""historical_weather"", ""scope"": ""district"", ""confidence"": 0.9}",historical_weather,district,True,629.0
Qwen2.5-0.5B,Đợt lạnh sắp tới ở Hà Nội nhiệt độ có thể xuống bao thấp?,False,weather_alert,city,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.9}",weather_alert,city,True,601.2
Qwen2.5-0.5B,Ngày mai ở Đan Phượng có thuận lợi để làm nông ngoài trời không?,False,activity_weather,district,"{""intent"": ""activity_weather"", ""scope"": ""district"", ""confidence"": 0.9}",activity_weather,district,True,601.2
Qwen2.5-0.5B,Hà Nội hôm nay có khả năng bị mưa không ta?,False,rain_query,city,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.9}",weather_alert,city,False,599.3
Qwen2.5-0.5B,Tốc độ gió ở khu vực Phố cổ bao nhiêu?,False,wind_query,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.9}",wind_query,district,True,605.6
Qwen2.5-0.5B,Có phù hợp chạy bộ sáng mai không?,True,activity_weather,ward,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.91, ""rewritten_query"": ""Sáng mai ở phường Láng có phù hợp để chạy bộ không?""}",activity_weather,ward,True,1251.0
Qwen2.5-0.5B,So sánh thời tiết giữa Bắc Từ Liêm với Hoàn Kiếm,False,location_comparison,district,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.9}",location_comparison,district,True,618.9
Qwen2.5-0.5B,Năm ngoái thời tiết ra sao?,True,historical_weather,city,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.91, ""rewritten_query"": ""Năm ngoái Hà Nội thời tiết thế nào?""}",historical_weather,city,True,1205.9
Qwen2.5-0.5B,Quận nào ở Hà Nội giờ này nóng nhất?,False,location_comparison,city,"{""intent"": ""location_comparison"", ""scope"": ""city"", ""confidence"": 0.9}",location_comparison,city,True,621.9
Qwen2.5-0.5B,Hà Nội bữa nay có bị gió mạnh làm khó chịu không?,False,wind_query,city,"{""intent"": ""wind_query"", ""scope"": ""city"", ""confidence"": 0.9}",wind_query,city,True,612.0
Qwen2.5-0.5B,Hát Môn dạo này thời tiết có điểm gì đáng chú ý không?,False,seasonal_context,ward,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.9}",seasonal_context,ward,True,641.7
Qwen2.5-0.5B,"Mai chiều ở phường Định Công, trời có mưa không?",False,daily_forecast,ward,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.9}",rain_query,ward,False,615.7
Qwen2.5-0.5B,Hôm nay có cần mang kem chống nắng không?,True,activity_weather,city,"{""intent"": ""activity_weather"", ""scope"": ""city"", ""confidence"": 0.94, ""rewritten_query"": ""Hôm nay ở Hà Nội có cần mang kem chống nắng không?""}",activity_weather,city,True,1297.0
Qwen2.5-0.5B,Hà Nội hôm nay đẹp trời không?,False,weather_overview,city,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.9}",smalltalk_weather,city,False,644.6
Qwen2.5-0.5B,Có cảnh báo gì đặc biệt ở Sơn Tây hôm nay không?,False,weather_alert,district,"{""intent"": ""weather_alert"", ""scope"": ""district"", ""confidence"": 0.9}",weather_alert,district,True,633.4
Qwen2.5-0.5B,Quận Tây Hồ dạo này có thấy thời tiết lạ lắm không nhỉ?,False,seasonal_context,district,"{""intent"": ""seasonal_context"", ""scope"": ""district"", ""confidence"": 0.9}",seasonal_context,district,True,658.5
Qwen2.5-0.5B,Ngoài trời ở Hoàn Kiếm giờ nhiệt độ bao nhiêu độ?,False,temperature_query,district,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.9}",temperature_query,district,True,633.0
Qwen2.5-0.5B,"Trời ở phường Nhật Tân, Tây Hồ tối nay có mưa hay bão không?",False,weather_alert,ward,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.9}",weather_alert,ward,True,632.1
Qwen2.5-0.5B,Ngày mai quận Mỹ Đức trời sẽ ra sao nhỉ?,False,daily_forecast,district,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.9}",daily_forecast,district,True,661.9
Qwen2.5-0.5B,Dự báo ngày mai cho quận Mỹ Đức,False,daily_forecast,district,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.9}",daily_forecast,district,True,672.1
Qwen2.5-0.5B,"Lúc này tại Thiên Lộc, Đông Anh thời tiết thế nào nhỉ?",False,current_weather,ward,"{""intent"": ""current_weather"", ""scope"": ""ward"", ""confidence"": 0.9}",current_weather,ward,True,630.2
Qwen2.5-0.5B,Xu hướng thời tiết phường Tương Mai mấy ngày qua?,False,seasonal_context,ward,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.9}",seasonal_context,ward,True,661.4
Qwen2.5-0.5B,co kha nang mua o day khong?,True,rain_query,district,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""Có mưa ở quận Tây Hồ không?""}",rain_query,district,True,1126.8
Qwen2.5-0.5B,"Hôm nay nhiệt độ ở Mê Linh, Mê Linh ra sao vậy?",False,temperature_query,ward,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.9}",temperature_query,ward,True,632.0
Qwen2.5-0.5B,Mấy ngày nay nhiệt độ tăng hay giảm?,False,seasonal_context,city,"{""intent"": ""seasonal_context"", ""scope"": ""city"", ""confidence"": 0.9}",seasonal_context,city,True,665.9
Qwen2.5-0.5B,quan dong anh trua nay mua khong nhi?,False,rain_query,district,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.9}",rain_query,district,True,631.4
Qwen2.5-0.5B,Nhiệt độ bao nhiêu?,True,temperature_query,district,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""Nhiệt độ hiện tại ở quận Cầu Giấy bao nhiêu?""}",temperature_query,district,True,1303.1
Qwen2.5-0.5B,Gió ở Thanh Liệt hiện tại mạnh không?,False,wind_query,ward,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.9}",wind_query,ward,True,624.0
Qwen2.5-0.5B,Xã Nam Phù hiện nay tốc độ gió bao nhiêu?,False,wind_query,ward,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.9}",wind_query,ward,True,623.0
Qwen2.5-0.5B,Chiều nay gió ở Thanh Oai có gì đặc biệt không?,False,wind_query,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.9}",wind_query,district,True,626.5
Qwen2.5-0.5B,Ngày mai có nên đi câu cá ở Sóc Sơn không?,False,activity_weather,district,"{""intent"": ""activity_weather"", ""scope"": ""district"", ""confidence"": 0.9}",activity_weather,district,True,628.0
Qwen2.5-0.5B,Hướng gió tại Gia Lâm bây giờ đang thổi theo hướng nào?,False,wind_query,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.9}",wind_query,district,True,629.5
Qwen2.5-0.5B,Nhiệt độ bây giờ ở đó ra sao?,True,temperature_query,city,"{""intent"": ""temperature_query"", ""scope"": ""city"", ""confidence"": 0.96, ""rewritten_query"": ""Nhiệt độ hiện tại ở Hà Nội là bao nhiêu?""}",temperature_query,city,True,1263.3
Qwen2.5-0.5B,Hà Nội bữa mai thời tiết thế nào nhỉ?,False,daily_forecast,city,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.9}",daily_forecast,city,True,644.3
Qwen2.5-0.5B,Phường Văn Miếu - Quốc Tử Giám hôm nay có mưa không?,False,rain_query,ward,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.9}",rain_query,ward,True,631.1
Qwen2.5-0.5B,Hà Nội sáng nay có mù không nhỉ?,False,humidity_fog_query,city,"{""intent"": ""humidity_fog_query"", ""scope"": ""city"", ""confidence"": 0.9}",humidity_fog_query,city,True,679.9
Qwen2.5-0.5B,"Thời tiết ở các quận Hà Nội bây giờ thế nào, quận nào đang lạnh nhất?",False,location_comparison,city,"{""intent"": ""location_comparison"", ""scope"": ""city"", ""confidence"": 0.9}",location_comparison,city,True,612.6
Qwen2.5-0.5B,So sánh ba quận trung tâm?,True,location_comparison,district,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""So sánh thời tiết Cầu Giấy, Hoàn Kiếm và Hoàn Kiếm trung tâm Hà Nội hôm nay?""}",location_comparison,district,True,1605.1
Qwen2.5-0.5B,Phường Yên Hòa tháng này có gì bất thường?,True,seasonal_context,ward,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.88}",seasonal_context,ward,True,687.8
Qwen2.5-0.5B,Cho mình biết áp suất ở Xã Gia Lâm,False,expert_weather_param,ward,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.9}",expert_weather_param,ward,True,655.6
Qwen2.5-0.5B,Thời tiết buổi sáng nay ở quận Cầu Giấy có gì đặc biệt không?,False,hourly_forecast,district,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.9}",daily_forecast,district,False,635.3
Qwen2.5-0.5B,Thời tiết ở chợ Đồng Xuân có khác gì ở ngã tư Hàng Đường không?,False,location_comparison,district,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.9}",location_comparison,district,True,606.3
Qwen2.5-0.5B,Dự báo thời tiết Xã Vật Lại ngày mai?,False,daily_forecast,ward,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.9}",daily_forecast,ward,True,635.3
Qwen2.5-0.5B,Tuần trước thời tiết ra sao?,True,historical_weather,district,"{""intent"": ""historical_weather"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""Tuần trước thời tiết ở quận Hoàn Kiếm như thế nào?""}",historical_weather,district,True,1274.0
Qwen2.5-0.5B,Dự báo thời tiết cho Hà Nội trong 48 tiếng tới thế nào?,False,daily_forecast,city,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.9}",daily_forecast,city,True,635.7
Qwen2.5-0.5B,Điểm sương là bao nhiêu?,True,expert_weather_param,district,"{""intent"": ""expert_weather_param"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""Điểm sương ở quận Cầu Giấy hiện tại là bao nhiêu?""}",expert_weather_param,district,True,1328.3
Qwen2.5-0.5B,o do co nang khong?,True,current_weather,ward,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.91, ""rewritten_query"": ""Các bạn Xuân Phương hôm nay nhiệt độ thế nào so với hôm qua?""}",seasonal_context,ward,False,1344.4
Qwen2.5-0.5B,Tuần vừa qua ở Phường Hà Đông thời tiết ra sao nhỉ?,False,historical_weather,ward,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.9}",historical_weather,ward,True,640.9
Qwen2.5-0.5B,"Nam Phù, Thanh Trì có mưa hay không vào hôm nay?",False,rain_query,ward,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.9}",daily_forecast,ward,False,640.8
Qwen2.5-0.5B,Thời tiết Xã Bất Bạt sáng mai ra sao?,False,daily_forecast,ward,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.9}",daily_forecast,ward,True,641.6
Qwen2.5-0.5B,"Trưa nay, thời tiết ở Kim Liên, Đống Đa được dự đoán ra sao theo từng giờ?",False,hourly_forecast,ward,"{""intent"": ""hourly_forecast"", ""scope"": ""ward"", ""confidence"": 0.9}",hourly_forecast,ward,True,668.2
Qwen2.5-0.5B,Thời tiết ngày mai ra sao?,True,daily_forecast,district,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""Ngày mai ở quận Thanh Trì thời tiết thế nào?""}",daily_forecast,district,True,1288.3
Qwen2.5-0.5B,Nhiệt độ ở đây thế nào?,True,temperature_query,district,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.96, ""rewritten_query"": ""Nhiệt độ hiện tại ở quận Đống Đa bao nhiêu?""}",temperature_query,district,True,1319.4
