model,query,has_history,turn,gt_intent,gt_scope,gt_conf,pred_raw,pred_intent,pred_scope,pred_conf,route_ok,latency_ms
Qwen3-4B-v7,Ở Lăng Chủ tịch hay Nội Bài mát hơn?,False,1,location_comparison,ward,0.62,"{""intent"": ""location_comparison"", ""scope"": ""ward"", ""confidence"": 0.62}",location_comparison,ward,0.62,True,1486.5
Qwen3-4B-v7,Huyện Mỹ Đức tuần này có cảnh báo lũ không?,False,1,weather_alert,district,0.92,"{""intent"": ""weather_alert"", ""scope"": ""district"", ""confidence"": 0.92, ""rewritten_query"": ""Huyện Mỹ Đức tuần này có cảnh báo lũ không?""}",weather_alert,district,0.92,True,2795.2
Qwen3-4B-v7,Đêm nay ở Tây Hồ có sương mù không nhỉ?,False,1,humidity_fog_query,district,0.74,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.74}",humidity_fog_query,district,0.74,True,1621.1
Qwen3-4B-v7,"Tuần này Hà Nội thời tiết ra sao, có nhiều mưa không?",False,1,daily_forecast,city,0.85,"{""intent"": ""rain_query"", ""scope"": ""city"", ""confidence"": 0.85}",rain_query,city,0.85,False,1490.9
Qwen3-4B-v7,Trời Hà Nội ngay bây giờ ra sao?,False,1,current_weather,city,0.92,"{""intent"": ""current_weather"", ""scope"": ""city"", ""confidence"": 0.92}",current_weather,city,0.92,True,1485.0
Qwen3-4B-v7,Chỗ đó có đáng để đi dạo không?,True,2,activity_weather,ward,0.8,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Phường Hoàng Mai hôm nay có thích hợp đi dạo không?""}",activity_weather,ward,0.8,True,2938.8
Qwen3-4B-v7,Huyện Sóc Sơn cuối tuần này thế nào?,False,1,daily_forecast,district,0.92,"{""intent"":""daily_forecast"",""scope"":""district"",""confidence"":0.85,""rewritten_query"":""Dự báo thời tiết Huyện Sóc Sơn cuối tuần này thế nào?""}",daily_forecast,district,0.85,True,2595.1
Qwen3-4B-v7,toc do gio o quan thanh xuan bao nhieu?,False,1,wind_query,district,0.85,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.85}",wind_query,district,0.85,True,1491.9
Qwen3-4B-v7,Sáng ngày mai quận Đống Đa thế nào?,True,2,hourly_forecast,district,0.8,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.8}",daily_forecast,district,0.8,False,1524.2
Qwen3-4B-v7,Ngày mai có nên đi câu cá ở Sóc Sơn không?,False,1,activity_weather,district,0.74,"{""intent"": ""smalltalk_weather"", ""scope"": ""district"", ""confidence"": 0.62}",smalltalk_weather,district,0.62,False,1554.0
Qwen3-4B-v7,Hà Nội bây giờ có mưa hay nắng nhỉ?,False,1,current_weather,city,0.92,"{""intent"": ""current_weather"", ""scope"": ""city"", ""confidence"": 0.92}",current_weather,city,0.92,True,1491.0
Qwen3-4B-v7,Phường Yên Hòa tháng này có gì bất thường?,True,2,seasonal_context,ward,0.8,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.8}",seasonal_context,ward,0.8,True,1528.6
Qwen3-4B-v7,Xã Nam Phù hiện nay tốc độ gió bao nhiêu?,False,1,wind_query,ward,0.92,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.92}",wind_query,ward,0.92,True,1492.0
Qwen3-4B-v7,Chương Mỹ ngày mai thế nào?,False,1,daily_forecast,ward,0.74,"{""intent"":""daily_forecast"",""scope"":""ward"",""confidence"":0.85,""rewritten_query"":""Dự báo thời tiết Xã Chương Mỹ ngày mai thế nào?""}",daily_forecast,ward,0.85,True,2462.6
Qwen3-4B-v7,"Mình muốn chụp ảnh ngoài trời ở Hà Nội chiều nay, thời tiết có ổn không?",False,1,activity_weather,city,0.85,"{""intent"": ""activity_weather"", ""scope"": ""city"", ""confidence"": 0.85}",activity_weather,city,0.85,True,1499.5
Qwen3-4B-v7,"du bao thoi tiet phu dong, gia lam 3 gio nua",False,1,daily_forecast,ward,0.74,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.74}",daily_forecast,ward,0.74,True,1560.8
Qwen3-4B-v7,Xã Mê Linh cụ thể có gió không?,True,2,wind_query,ward,0.85,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.85, ""rewritten_query"": ""Xã Mê Linh cụ thể có gió không?""}",wind_query,ward,0.85,True,2744.9
Qwen3-4B-v7,thoi tiet quan ba dinh hom nay nhin chung the nao?,False,1,weather_overview,district,0.85,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.85}",weather_overview,district,0.85,True,1565.4
Qwen3-4B-v7,có thả diều được không?,True,2,smalltalk_weather,ward,0.8,"{""intent"": ""smalltalk_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Phường Bồ Đề hôm nay có thích hợp thả diều không?""}",smalltalk_weather,ward,0.8,True,3072.2
Qwen3-4B-v7,Khoảng 7 giờ sáng mai ở Hoàn Kiếm trời như thế nào?,False,1,hourly_forecast,district,0.74,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.74}",hourly_forecast,district,0.74,True,1625.0
Qwen3-4B-v7,Liệu gió ở Cầu Giấy bây giờ có mạnh không nhỉ?,False,1,wind_query,ward,0.74,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.74}",wind_query,district,0.74,False,1493.5
Qwen3-4B-v7,"Trời ở phường Nhật Tân, Tây Hồ tối nay có mưa hay bão không?",False,1,weather_alert,ward,0.74,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.74}",rain_query,ward,0.74,False,1497.1
Qwen3-4B-v7,Tầm nhìn xa ở Quận Tây Hồ hôm nay khoảng bao nhiêu km?,False,1,expert_weather_param,district,0.92,"{""intent"": ""expert_weather_param"", ""scope"": ""district"", ""confidence"": 0.92}",expert_weather_param,district,0.92,True,1560.9
Qwen3-4B-v7,Thời tiết ở Hoài Đức mấy bữa nay có ấm lên hay lạnh đi?,False,1,seasonal_context,district,0.74,"{""intent"": ""seasonal_context"", ""scope"": ""district"", ""confidence"": 0.74}",seasonal_context,district,0.74,True,1563.3
Qwen3-4B-v7,cuoi tuan nay co bao hay ap thap nhiet doi anh huong den ha noi khong?,False,1,weather_alert,city,0.85,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.85}",weather_alert,city,0.85,True,1500.5
Qwen3-4B-v7,Đợt lạnh sắp tới ở Hà Nội nhiệt độ có thể xuống bao thấp?,False,1,weather_alert,city,0.85,"{""intent"": ""temperature_query"", ""scope"": ""city"", ""confidence"": 0.85}",temperature_query,city,0.85,False,1495.2
Qwen3-4B-v7,Có cảnh báo mưa lớn ở Hà Nội buổi tối không?,False,1,weather_alert,city,0.85,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.85}",weather_alert,city,0.85,True,1489.1
Qwen3-4B-v7,Phường Yên Phụ sáng sớm có sương muối không?,False,1,humidity_fog_query,ward,0.92,"{""intent"": ""humidity_fog_query"", ""scope"": ""ward"", ""confidence"": 0.92}",humidity_fog_query,ward,0.92,True,1624.6
Qwen3-4B-v7,Dự báo thời tiết ở phường Phú Lương tuần này?,False,1,daily_forecast,ward,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.92}",daily_forecast,ward,0.92,True,1556.3
Qwen3-4B-v7,Hôm qua ở Thanh Xuân có mưa to không?,False,1,historical_weather,district,0.74,"{""intent"": ""historical_weather"", ""scope"": ""district"", ""confidence"": 0.74}",historical_weather,district,0.74,True,1554.6
Qwen3-4B-v7,Bên Hoài Đức giờ này thì trời có mây không?,False,1,current_weather,district,0.74,"{""intent"": ""current_weather"", ""scope"": ""district"", ""confidence"": 0.74}",current_weather,district,0.74,True,1493.3
Qwen3-4B-v7,Dự báo thời tiết Phường Yên Sở ngày mai?,False,1,daily_forecast,ward,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.92}",daily_forecast,ward,0.92,True,1554.9
Qwen3-4B-v7,Gió ở Thanh Liệt hiện tại mạnh không?,False,1,wind_query,ward,0.85,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.85}",wind_query,ward,0.85,True,1491.8
Qwen3-4B-v7,tuần sau có nắng không?,True,2,daily_forecast,ward,0.8,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Xã Tiến Thắng tuần sau có nắng không?""}",rain_query,ward,0.8,False,2602.9
Qwen3-4B-v7,Chiều nay gió ở Thanh Oai có gì đặc biệt không?,False,1,wind_query,district,0.74,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.74}",wind_query,district,0.74,True,1496.6
Qwen3-4B-v7,Nơi đó ngày mai dự báo sao?,True,2,daily_forecast,district,0.8,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.8, ""rewritten_query"": ""Ngày mai Huyện Gia Lâm thời tiết thế nào?""}",daily_forecast,district,0.8,True,2879.9
Qwen3-4B-v7,"Chào buổi chiều, bạn giúp mình được không?",False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,1555.3
Qwen3-4B-v7,Dự báo ngày mai cho quận Mỹ Đức,False,1,daily_forecast,district,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.92}",daily_forecast,district,0.92,True,1551.8
Qwen3-4B-v7,Ở đó có mưa không?,True,2,rain_query,ward,0.8,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Phường Long Biên hiện tại có mưa không?""}",rain_query,ward,0.8,True,2661.1
Qwen3-4B-v7,Huyện Thạch Thất hôm qua thời tiết ra sao?,False,1,historical_weather,district,0.92,"{""intent"": ""historical_weather"", ""scope"": ""district"", ""confidence"": 0.92}",historical_weather,district,0.92,True,1559.8
Qwen3-4B-v7,"Cho mình hỏi thời tiết ở Láng, Quận Đống Đa",False,1,current_weather,ward,0.92,"{""intent"": ""current_weather"", ""scope"": ""ward"", ""confidence"": 0.92, ""rewritten_query"": ""Thời tiết Phường Láng (Quận Đống Đa) hiện tại thế nào?""}",current_weather,ward,0.92,True,3264.8
Qwen3-4B-v7,Xu hướng thời tiết phường Phú Diễn mấy ngày qua?,False,1,seasonal_context,ward,0.92,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.92}",seasonal_context,ward,0.92,True,1556.2
Qwen3-4B-v7,hôm nay có gì thú vị ngoài trời không?,True,2,activity_weather,ward,0.8,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Hôm nay Phường Hoàng Mai có hoạt động ngoài trời nào thú vị không?""}",activity_weather,ward,0.8,True,3149.8
Qwen3-4B-v7,Dự báo thời tiết Xã Vật Lại ngày mai?,False,1,daily_forecast,ward,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.92}",daily_forecast,ward,0.92,True,1560.5
Qwen3-4B-v7,Tuần vừa qua ở Phường Hà Đông thời tiết ra sao nhỉ?,False,1,historical_weather,ward,0.92,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",historical_weather,ward,0.92,True,1565.7
Qwen3-4B-v7,Huyện Ba Vì có cảnh báo lũ quét không?,False,1,weather_alert,district,0.92,"{""intent"": ""weather_alert"", ""scope"": ""district"", ""confidence"": 0.92, ""rewritten_query"": ""Huyện Ba Vì có cảnh báo lũ quét không?""}",weather_alert,district,0.92,True,2806.3
Qwen3-4B-v7,Sáng mai ở Sóc Sơn có sương mù dày không?,False,1,humidity_fog_query,district,0.74,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.74}",humidity_fog_query,district,0.74,True,1626.3
Qwen3-4B-v7,Huyện Thanh Trì cuối tuần dự báo?,True,2,daily_forecast,district,0.8,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.8}",daily_forecast,district,0.8,True,1525.1
Qwen3-4B-v7,Tuần qua ở Phường Tương Mai trời ra sao?,False,1,historical_weather,ward,0.92,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",historical_weather,ward,0.92,True,1558.1
Qwen3-4B-v7,thoi tiet may hom nay hay thay doi qua ban nhi?,False,1,seasonal_context,city,0.85,"{""intent"": ""seasonal_context"", ""scope"": ""city"", ""confidence"": 0.85}",seasonal_context,city,0.85,True,1561.2
Qwen3-4B-v7,tầm nhìn xa thế nào?,True,2,expert_weather_param,ward,0.74,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.74, ""rewritten_query"": ""Tầm nhìn xa ở Phường Hoàn Kiếm sáng nay thế nào?""}",expert_weather_param,ward,0.74,True,3217.7
Qwen3-4B-v7,Cho mình biết áp suất ở Xã Gia Lâm,False,1,expert_weather_param,ward,0.92,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.92}",expert_weather_param,ward,0.92,True,1561.1
Qwen3-4B-v7,Hà Nội bữa mai thời tiết thế nào nhỉ?,False,1,daily_forecast,city,0.85,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.85}",daily_forecast,city,0.85,True,1558.2
Qwen3-4B-v7,hom nay troi dep qua nhi?,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,1554.8
Qwen3-4B-v7,Bữa nay ở Sóc Sơn có sương mù không hả?,False,1,humidity_fog_query,district,0.74,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.74}",humidity_fog_query,district,0.74,True,1625.0
Qwen3-4B-v7,Phường Nghĩa Đô mấy ngày trước có mưa không?,False,1,historical_weather,ward,0.92,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",historical_weather,ward,0.92,True,1561.6
Qwen3-4B-v7,"Cảm ơn nhé, tôi biết rồi!",True,2,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,1604.2
Qwen3-4B-v7,Ngày cuối tuần?,True,2,daily_forecast,ward,0.8,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Dự báo thời tiết cuối tuần này ở Phường Thanh Xuân?""}",daily_forecast,ward,0.8,True,3008.9
Qwen3-4B-v7,Trời Hà Nội hiện tại ra sao?,False,1,current_weather,city,0.92,"{""intent"": ""current_weather"", ""scope"": ""city"", ""confidence"": 0.92}",current_weather,city,0.92,True,1491.5
Qwen3-4B-v7,ở đó hôm qua có mưa không?,True,2,historical_weather,ward,0.8,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Xã Yên Bài hôm qua có mưa không?""}",historical_weather,ward,0.8,True,2602.4
Qwen3-4B-v7,Cho mình biết dự báo theo giờ ở Mỹ Đức tối nay,False,1,hourly_forecast,district,0.74,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.74}",hourly_forecast,district,0.74,True,1624.5
Qwen3-4B-v7,Đống Đa ngày mai có mưa không?,True,2,rain_query,district,0.8,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.8}",rain_query,district,0.8,True,1464.6
Qwen3-4B-v7,Cho mình cái nhìn tổng thể về thời tiết Hà Nội chiều nay,False,1,weather_overview,city,0.85,"{""intent"": ""weather_overview"", ""scope"": ""city"", ""confidence"": 0.85}",weather_overview,city,0.85,True,1558.9
Qwen3-4B-v7,Hà Đông bây giờ độ ẩm khoảng bao nhiêu phần trăm vậy?,False,1,humidity_fog_query,district,0.74,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.74}",humidity_fog_query,district,0.74,True,1629.7
Qwen3-4B-v7,Giá vé xe buýt ở Hà Nội bao nhiêu?,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,1561.4
Qwen3-4B-v7,Ngày mai Phường Tây Hồ với Phường Phú Thượng đâu có mưa?,False,1,location_comparison,ward,0.92,"{""intent"": ""location_comparison"", ""scope"": ""ward"", ""confidence"": 0.92, ""rewritten_query"": ""So sánh thời tiết Phường Tây Hồ và Phường Phú Thượng ngày mai""}",location_comparison,ward,0.92,True,3078.8
Qwen3-4B-v7,Bệnh viện Bạch Mai hiện tại có nhiệt độ cảm nhận là bao nhiêu?,False,1,expert_weather_param,ward,0.62,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.62}",expert_weather_param,ward,0.62,True,1567.5
Qwen3-4B-v7,Thời tiết Xã Bất Bạt sáng mai ra sao?,False,1,daily_forecast,ward,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.92}",daily_forecast,ward,0.92,True,1565.9
Qwen3-4B-v7,Cho mình biết chỉ số UV ở Xã Tây Phương,False,1,expert_weather_param,ward,0.92,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.92}",expert_weather_param,ward,0.92,True,1560.7
Qwen3-4B-v7,Thế còn bây giờ?,True,2,current_weather,city,0.8,"{""intent"": ""current_weather"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Thời tiết hiện tại ở Hà Nội như thế nào?""}",current_weather,city,0.8,True,2743.1
Qwen3-4B-v7,Hướng gió tại Gia Lâm bây giờ đang thổi theo hướng nào?,False,1,wind_query,district,0.74,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.74}",wind_query,district,0.74,True,1501.4
Qwen3-4B-v7,Tổng quan thời tiết Sóc Sơn chiều nay,False,1,weather_overview,district,0.74,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.74}",weather_overview,district,0.74,True,1561.1
Qwen3-4B-v7,"Nhiệt độ ở Thường Tín, Thường Tín hiện tại bao nhiêu?",False,1,temperature_query,ward,0.74,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.74}",temperature_query,ward,0.74,True,1503.0
Qwen3-4B-v7,Chiều mai ở Thanh Xuân có thể nhiệt độ cao nhất sẽ đạt bao nhiêu?,False,1,temperature_query,district,0.74,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.74}",temperature_query,district,0.74,True,1503.0
Qwen3-4B-v7,Thời tiết Xã Chuyên Mỹ sáng nay có ổn để đạp xe không?,False,1,activity_weather,ward,0.92,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",activity_weather,ward,0.92,True,1502.9
Qwen3-4B-v7,Trời ở Mê Linh hôm nay có mát mẻ không nhỉ?,False,1,smalltalk_weather,district,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""district"", ""confidence"": 0.62}",smalltalk_weather,district,0.62,True,1565.2
Qwen3-4B-v7,hom nay gia xang tang hay giam?,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,1560.2
Qwen3-4B-v7,Nhiệt độ thì sao?,True,2,temperature_query,ward,0.8,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Nhiệt độ hiện tại ở Phường Đống Đa bao nhiêu?""}",temperature_query,ward,0.8,True,3085.2
Qwen3-4B-v7,Sơn Đồng bây giờ thời tiết thế nào?,False,1,current_weather,ward,0.85,"{""intent"": ""current_weather"", ""scope"": ""ward"", ""confidence"": 0.85}",current_weather,ward,0.85,True,1492.5
Qwen3-4B-v7,Năm ngoái thời tiết ra sao?,True,2,historical_weather,city,0.8,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Năm ngoái cùng kỳ này Hà Nội nhiệt độ bao nhiêu?""}",historical_weather,city,0.8,True,3017.4
Qwen3-4B-v7,Huyện Thanh Trì có nguy cơ ngập không?,False,1,weather_alert,district,0.92,"{""intent"": ""weather_alert"", ""scope"": ""district"", ""confidence"": 0.92, ""rewritten_query"": ""Huyện Thanh Trì có nguy cơ ngập lụt không?""}",weather_alert,district,0.92,True,3070.0
Qwen3-4B-v7,Thứ 7 này thời tiết ở xã Bình Minh như thế nào nhỉ?,False,1,daily_forecast,ward,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.92}",daily_forecast,ward,0.92,True,1563.3
Qwen3-4B-v7,Phường Yên Sở bây giờ thời tiết thế nào?,False,1,current_weather,ward,0.92,"{""intent"": ""current_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",current_weather,ward,0.92,True,1493.4
Qwen3-4B-v7,Chiều nay ở xã Quốc Oai có thấy sương mù không ta?,False,1,humidity_fog_query,ward,0.92,"{""intent"": ""humidity_fog_query"", ""scope"": ""ward"", ""confidence"": 0.92}",humidity_fog_query,ward,0.92,True,1628.8
Qwen3-4B-v7,Phường Yên Nghĩa hôm nay có mưa không?,False,1,rain_query,ward,0.92,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.92}",rain_query,ward,0.92,True,1493.4
Qwen3-4B-v7,Tối nay mấy giờ ở Cầu Giấy bắt đầu se lạnh?,False,1,hourly_forecast,district,0.74,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.74}",hourly_forecast,district,0.74,True,1627.3
Qwen3-4B-v7,"co nen di bo buoi sang o yen nghia, ha dong hom nay khong?",False,1,activity_weather,ward,0.74,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.74}",activity_weather,ward,0.74,True,1501.1
Qwen3-4B-v7,"5 ngày tới ở phường Phúc Lợi, Long Biên thời tiết thay đổi thế nào?",False,1,daily_forecast,ward,0.74,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.74}",daily_forecast,ward,0.74,True,1566.2
Qwen3-4B-v7,Thời tiết lúc này ở Thanh Xuân?,False,1,current_weather,district,0.74,"{""intent"": ""current_weather"", ""scope"": ""district"", ""confidence"": 0.74}",current_weather,district,0.74,True,1491.0
