model,query,has_context,gt_intent,gt_scope,pred_raw,pred_intent,pred_scope,route_ok,latency_ms
Qwen2.5-0.5B,thoi tiet quan ba dinh hom nay nhin chung the nao?,False,weather_overview,district,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.9}",weather_overview,district,True,635.5
Qwen2.5-0.5B,Tổng quan hôm nay ở đó thế nào?,True,weather_overview,district,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.9, ""rewritten_query"": ""Tổng quan thời tiết hôm nay ở quận Hoàn Kiếm như thế nào?""}",weather_overview,district,True,1386.1
Qwen2.5-0.5B,Độ ẩm ở phường Yên Lãng bao nhiêu rồi?,False,humidity_fog_query,ward,"{""intent"": ""humidity_fog_query"", ""scope"": ""ward"", ""confidence"": 0.9}",humidity_fog_query,ward,True,664.4
Qwen2.5-0.5B,Ba Vì sáng sớm có sương muối không?,False,humidity_fog_query,district,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.89}",humidity_fog_query,district,True,692.2
Qwen2.5-0.5B,Phường Lĩnh Nam chiều nay có nguy hiểm gì không?,False,weather_alert,ward,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.86}",weather_alert,ward,True,637.6
Qwen2.5-0.5B,thoi tiet soc son may ngay qua co thay doi gi khong?,False,seasonal_context,district,"{""intent"": ""seasonal_context"", ""scope"": ""district"", ""confidence"": 0.88}",seasonal_context,district,True,662.4
Qwen2.5-0.5B,Tối nay?,True,hourly_forecast,district,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.88, ""rewritten_query"": ""Tối nay ở quận Cầu Giấy thời tiết ra sao?""}",hourly_forecast,district,True,1306.8
Qwen2.5-0.5B,Xu hướng nhiệt độ mấy ngày qua thế nào?,False,seasonal_context,city,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.9}",historical_weather,city,False,655.8
Qwen2.5-0.5B,Lúc này mưa không?,True,current_weather,district,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""Hôm nay ở quận Bắc Từ Liêm có mưa không?""}",rain_query,district,False,1246.9
Qwen2.5-0.5B,Cho mình biết thời tiết ở Hồ Linh Đàm hiện nay,False,current_weather,district,"{""intent"": ""current_weather"", ""scope"": ""district"", ""confidence"": 0.9}",current_weather,district,True,605.2
Qwen2.5-0.5B,Thời tiết hôm sau ở Phố cổ Hà Nội có gì đặc biệt không?,False,daily_forecast,district,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.9}",daily_forecast,district,True,625.3
Qwen2.5-0.5B,Gió mạnh tại sân bay Nội Bài giờ này là bao nhiêu?,False,wind_query,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.9}",wind_query,district,True,609.7
Qwen2.5-0.5B,Bữa nay ở Sóc Sơn có sương mù không hả?,False,humidity_fog_query,district,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.9}",humidity_fog_query,district,True,651.7
Qwen2.5-0.5B,Quận nào ở Hà Nội hiện giờ đang có mưa nhỉ?,False,location_comparison,city,"{""intent"": ""location_comparison"", ""scope"": ""city"", ""confidence"": 0.9}",location_comparison,city,True,598.0
Qwen2.5-0.5B,Dự báo ngày mai?,False,weather_overview,city,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.9}",daily_forecast,city,False,629.9
Qwen2.5-0.5B,Đống Đa và Hoàn Kiếm nơi nào mát hơn?,True,location_comparison,district,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.88}",location_comparison,district,True,634.5
Qwen2.5-0.5B,Hà Nội hôm nay nên mặc gì?,False,activity_weather,city,"{""intent"": ""activity_weather"", ""scope"": ""city"", ""confidence"": 0.9}",activity_weather,city,True,599.4
Qwen2.5-0.5B,"co nen di bo buoi sang o yen nghia, ha dong hom nay khong?",False,activity_weather,ward,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.9}",activity_weather,ward,True,605.5
Qwen2.5-0.5B,Đi dạo ở đây có ổn không?,True,activity_weather,city,"{""intent"": ""activity_weather"", ""scope"": ""city"", ""confidence"": 0.88, ""rewritten_query"": ""Hôm nay ở Hà Nội có thể đi dạo không?""}",activity_weather,city,True,1217.1
Qwen2.5-0.5B,Hà Nội thời tiết đẹp nhỉ bạn?,False,smalltalk_weather,city,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.9}",smalltalk_weather,city,True,636.1
Qwen2.5-0.5B,Có cảnh báo mưa lớn ở Hà Nội tối nay không?,False,weather_alert,city,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.85}",weather_alert,city,True,632.2
Qwen2.5-0.5B,Hà Nội cuối tuần dự báo thế nào?,True,daily_forecast,city,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.9}",daily_forecast,city,True,633.2
Qwen2.5-0.5B,Bây giờ ở xã Đông Anh thì nhiệt độ đang ở mức nào?,False,temperature_query,ward,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.81}",temperature_query,ward,True,634.9
Qwen2.5-0.5B,Bầu trời ở khu vực Hồ Gươm bây giờ trông như thế nào?,False,current_weather,district,"{""intent"": ""current_weather"", ""scope"": ""district"", ""confidence"": 0.9}",current_weather,district,True,616.2
Qwen2.5-0.5B,Tốc độ gió ở khu vực Sân Mỹ Đình bao nhiêu?,False,wind_query,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.9}",wind_query,district,True,609.3
Qwen2.5-0.5B,Có cảnh báo mưa lớn ở Hà Nội buổi tối không?,False,weather_alert,city,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.85}",weather_alert,city,True,637.2
Qwen2.5-0.5B,Cho mình biết dự báo theo giờ ở Mỹ Đức tối nay,False,hourly_forecast,district,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.87}",hourly_forecast,district,True,691.5
Qwen2.5-0.5B,Yên Sở tổng quan thời tiết hôm nay?,False,weather_overview,ward,"{""intent"": ""weather_overview"", ""scope"": ""ward"", ""confidence"": 0.9}",weather_overview,ward,True,635.9
Qwen2.5-0.5B,nhiet do o gia lam ngay bay gio bao nhieu?,False,temperature_query,district,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.83}",temperature_query,district,True,635.9
Qwen2.5-0.5B,"Tối nay phường Nhật Tân, Tây Hồ có mưa rào hay giông không?",False,weather_alert,ward,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.9}",weather_alert,ward,True,606.8
Qwen2.5-0.5B,thu tu o ha noi du bao nhiet do la bao nhieu?,False,temperature_query,city,"{""intent"": ""temperature_query"", ""scope"": ""city"", ""confidence"": 0.83}",temperature_query,city,True,631.8
Qwen2.5-0.5B,Hiện tại áp suất khí quyển tại Hà Nội là bao nhiêu ta?,False,expert_weather_param,city,"{""intent"": ""expert_weather_param"", ""scope"": ""city"", ""confidence"": 0.9}",expert_weather_param,city,True,635.8
Qwen2.5-0.5B,Gió ở quận Long Biên hiện tại mạnh không?,False,current_weather,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.9}",wind_query,district,False,609.0
Qwen2.5-0.5B,Có dự báo theo giờ cho Bờ Hồ chiều nay không nhỉ?,False,hourly_forecast,district,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.87}",hourly_forecast,district,True,689.5
Qwen2.5-0.5B,Trời ở Nam Từ Liêm hôm nay đẹp không?,False,smalltalk_weather,district,"{""intent"": ""smalltalk_weather"", ""scope"": ""district"", ""confidence"": 0.9}",smalltalk_weather,district,True,632.7
Qwen2.5-0.5B,Áp suất ở Bến xe Nam Từ Liêm giờ này bao nhiêu?,False,expert_weather_param,district,"{""intent"": ""expert_weather_param"", ""scope"": ""district"", ""confidence"": 0.9}",expert_weather_param,district,True,631.2
Qwen2.5-0.5B,So với hôm qua thì ở Hồ Linh Đàm hôm nay thế nào?,False,seasonal_context,district,"{""intent"": ""seasonal_context"", ""scope"": ""district"", ""confidence"": 0.9}",seasonal_context,district,True,627.7
Qwen2.5-0.5B,Thời tiết Hà Nội có gì đáng lo hôm nay?,False,weather_alert,city,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.86}",weather_alert,city,True,632.6
Qwen2.5-0.5B,"So với hôm qua thì Mê Linh, Mê Linh hôm nay thế nào?",False,seasonal_context,ward,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.9}",seasonal_context,ward,True,629.7
Qwen2.5-0.5B,Có ảnh hưởng đến việc đi xe không?,True,activity_weather,district,"{""intent"": ""activity_weather"", ""scope"": ""district"", ""confidence"": 0.88, ""rewritten_query"": ""Hôm nay ở huyện Gia Lâm có ảnh hưởng đến việc đi xe không?""}",activity_weather,district,True,1320.4
Qwen2.5-0.5B,Tốt nhất đi bộ lúc mấy giờ?,True,activity_weather,ward,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.89, ""rewritten_query"": ""Tốt nhất lúc mấy giờ tốt nhất đi bộ ở phường Yên Hòa?""}",activity_weather,ward,True,1260.9
Qwen2.5-0.5B,Tối nay ở Hà Nội có gió xoáy mạnh không?,False,wind_query,city,"{""intent"": ""hourly_forecast"", ""scope"": ""city"", ""confidence"": 0.9}",hourly_forecast,city,False,678.2
Qwen2.5-0.5B,"Cách đây 2 hôm, thời tiết ở Cao tốc Pháp Vân ra sao?",False,historical_weather,district,"{""intent"": ""historical_weather"", ""scope"": ""district"", ""confidence"": 0.9}",historical_weather,district,True,639.2
Qwen2.5-0.5B,Đợt lạnh sắp tới ở Hà Nội nhiệt độ có thể xuống bao thấp?,False,weather_alert,city,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.85}",weather_alert,city,True,635.6
Qwen2.5-0.5B,Ngày mai ở Đan Phượng có thuận lợi để làm nông ngoài trời không?,False,activity_weather,district,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.9}",activity_weather,ward,False,606.6
Qwen2.5-0.5B,Hà Nội hôm nay có khả năng bị mưa không ta?,False,rain_query,city,"{""intent"": ""rain_query"", ""scope"": ""city"", ""confidence"": 0.9}",rain_query,city,True,601.3
Qwen2.5-0.5B,Tốc độ gió ở khu vực Phố cổ bao nhiêu?,False,wind_query,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.9}",wind_query,district,True,601.7
Qwen2.5-0.5B,Có phù hợp chạy bộ sáng mai không?,True,activity_weather,ward,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.88, ""rewritten_query"": ""Sáng mai ở phường Láng có thể chạy bộ không?""}",activity_weather,ward,True,1175.7
Qwen2.5-0.5B,So sánh thời tiết giữa Bắc Từ Liêm với Hoàn Kiếm,False,location_comparison,district,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.9}",location_comparison,district,True,607.0
Qwen2.5-0.5B,Năm ngoái thời tiết ra sao?,True,historical_weather,city,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.91, ""rewritten_query"": ""Năm ngoái Hà Nội thời tiết thế nào?""}",historical_weather,city,True,1155.0
Qwen2.5-0.5B,Quận nào ở Hà Nội giờ này nóng nhất?,False,location_comparison,city,"{""intent"": ""location_comparison"", ""scope"": ""city"", ""confidence"": 0.9}",location_comparison,city,True,605.4
Qwen2.5-0.5B,Hà Nội bữa nay có bị gió mạnh làm khó chịu không?,False,wind_query,city,"{""intent"": ""wind_query"", ""scope"": ""city"", ""confidence"": 0.9}",wind_query,city,True,602.0
Qwen2.5-0.5B,Hát Môn dạo này thời tiết có điểm gì đáng chú ý không?,False,seasonal_context,ward,"{""intent"": ""smalltalk_weather"", ""scope"": ""ward"", ""confidence"": 0.9}",smalltalk_weather,ward,False,638.4
Qwen2.5-0.5B,"Mai chiều ở phường Định Công, trời có mưa không?",False,daily_forecast,ward,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.9}",rain_query,ward,False,606.2
Qwen2.5-0.5B,Hôm nay có cần mang kem chống nắng không?,True,activity_weather,city,"{""intent"": ""activity_weather"", ""scope"": ""city"", ""confidence"": 0.91, ""rewritten_query"": ""Hôm nay đi làm ở Hà Nội có cần mang kem chống nắng không?""}",activity_weather,city,True,1290.0
Qwen2.5-0.5B,Hà Nội hôm nay đẹp trời không?,False,weather_overview,city,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.9}",smalltalk_weather,city,False,645.8
Qwen2.5-0.5B,Có cảnh báo gì đặc biệt ở Sơn Tây hôm nay không?,False,weather_alert,district,"{""intent"": ""weather_alert"", ""scope"": ""district"", ""confidence"": 0.85}",weather_alert,district,True,641.0
Qwen2.5-0.5B,Quận Tây Hồ dạo này có thấy thời tiết lạ lắm không nhỉ?,False,seasonal_context,district,"{""intent"": ""seasonal_context"", ""scope"": ""district"", ""confidence"": 0.9}",seasonal_context,district,True,648.9
Qwen2.5-0.5B,Ngoài trời ở Hoàn Kiếm giờ nhiệt độ bao nhiêu độ?,False,temperature_query,district,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.9}",temperature_query,district,True,601.4
Qwen2.5-0.5B,"Trời ở phường Nhật Tân, Tây Hồ tối nay có mưa hay bão không?",False,weather_alert,ward,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.9}",weather_alert,ward,True,605.4
Qwen2.5-0.5B,Ngày mai quận Mỹ Đức trời sẽ ra sao nhỉ?,False,daily_forecast,district,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.9}",daily_forecast,district,True,633.9
Qwen2.5-0.5B,Dự báo ngày mai cho quận Mỹ Đức,False,daily_forecast,district,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.9}",daily_forecast,district,True,634.1
Qwen2.5-0.5B,"Lúc này tại Thiên Lộc, Đông Anh thời tiết thế nào nhỉ?",False,current_weather,ward,"{""intent"": ""current_weather"", ""scope"": ""ward"", ""confidence"": 0.9}",current_weather,ward,True,610.9
Qwen2.5-0.5B,Xu hướng thời tiết phường Tương Mai mấy ngày qua?,False,seasonal_context,ward,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.9}",historical_weather,ward,False,633.8
Qwen2.5-0.5B,co kha nang mua o day khong?,True,rain_query,district,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.89}",rain_query,district,True,633.3
Qwen2.5-0.5B,"Hôm nay nhiệt độ ở Mê Linh, Mê Linh ra sao vậy?",False,temperature_query,ward,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.9}",temperature_query,ward,True,603.4
Qwen2.5-0.5B,Mấy ngày nay nhiệt độ tăng hay giảm?,False,seasonal_context,city,"{""intent"": ""seasonal_context"", ""scope"": ""city"", ""confidence"": 0.9}",seasonal_context,city,True,639.4
Qwen2.5-0.5B,quan dong anh trua nay mua khong nhi?,False,rain_query,district,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.9}",rain_query,district,True,601.9
Qwen2.5-0.5B,Nhiệt độ bao nhiêu?,True,temperature_query,district,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.87, ""rewritten_query"": ""Nhiệt độ hiện tại ở quận Cầu Giấy bao nhiêu?""}",temperature_query,district,True,1230.4
Qwen2.5-0.5B,Gió ở Thanh Liệt hiện tại mạnh không?,False,wind_query,ward,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.9}",wind_query,ward,True,598.5
Qwen2.5-0.5B,Xã Nam Phù hiện nay tốc độ gió bao nhiêu?,False,wind_query,ward,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.9}",wind_query,ward,True,604.9
Qwen2.5-0.5B,Chiều nay gió ở Thanh Oai có gì đặc biệt không?,False,wind_query,district,"{""intent"": ""hourly_forecast"", ""scope"": ""ward"", ""confidence"": 0.9}",hourly_forecast,ward,False,659.7
Qwen2.5-0.5B,Ngày mai có nên đi câu cá ở Sóc Sơn không?,False,activity_weather,district,"{""intent"": ""activity_weather"", ""scope"": ""district"", ""confidence"": 0.91}",activity_weather,district,True,636.1
Qwen2.5-0.5B,Hướng gió tại Gia Lâm bây giờ đang thổi theo hướng nào?,False,wind_query,district,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.91}",wind_query,district,True,650.9
Qwen2.5-0.5B,Nhiệt độ bây giờ ở đó ra sao?,True,temperature_query,city,"{""intent"": ""temperature_query"", ""scope"": ""city"", ""confidence"": 0.87, ""rewritten_query"": ""Nhiệt độ hiện tại ở Hà Nội bao nhiêu?""}",temperature_query,city,True,1186.0
Qwen2.5-0.5B,Hà Nội bữa mai thời tiết thế nào nhỉ?,False,daily_forecast,city,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.9}",daily_forecast,city,True,628.5
Qwen2.5-0.5B,Phường Văn Miếu - Quốc Tử Giám hôm nay có mưa không?,False,rain_query,ward,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.9}",rain_query,ward,True,608.2
Qwen2.5-0.5B,Hà Nội sáng nay có mù không nhỉ?,False,humidity_fog_query,city,"{""intent"": ""humidity_fog_query"", ""scope"": ""city"", ""confidence"": 0.9}",humidity_fog_query,city,True,662.2
Qwen2.5-0.5B,"Thời tiết ở các quận Hà Nội bây giờ thế nào, quận nào đang lạnh nhất?",False,location_comparison,city,"{""intent"": ""location_comparison"", ""scope"": ""city"", ""confidence"": 0.9}",location_comparison,city,True,607.9
Qwen2.5-0.5B,So sánh ba quận trung tâm?,True,location_comparison,district,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.96, ""rewritten_query"": ""So sánh thời tiết Long Biên, Tây Hồ và Cầu Giấy hôm nay?""}",location_comparison,district,True,1352.1
Qwen2.5-0.5B,Phường Yên Hòa tháng này có gì bất thường?,True,seasonal_context,ward,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.86}",seasonal_context,ward,True,663.2
Qwen2.5-0.5B,Cho mình biết áp suất ở Xã Gia Lâm,False,expert_weather_param,ward,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.89}",expert_weather_param,ward,True,664.7
Qwen2.5-0.5B,Thời tiết buổi sáng nay ở quận Cầu Giấy có gì đặc biệt không?,False,hourly_forecast,district,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.9}",daily_forecast,district,False,631.5
Qwen2.5-0.5B,Thời tiết ở chợ Đồng Xuân có khác gì ở ngã tư Hàng Đường không?,False,location_comparison,district,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.9}",location_comparison,district,True,603.1
Qwen2.5-0.5B,Dự báo thời tiết Xã Vật Lại ngày mai?,False,daily_forecast,ward,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.9}",daily_forecast,ward,True,632.9
Qwen2.5-0.5B,Tuần trước thời tiết ra sao?,True,historical_weather,district,"{""intent"": ""historical_weather"", ""scope"": ""district"", ""confidence"": 0.91, ""rewritten_query"": ""Tuần trước ở quận Hoàn Kiếm thời tiết như thế nào?""}",historical_weather,district,True,1265.6
Qwen2.5-0.5B,Dự báo thời tiết cho Hà Nội trong 48 tiếng tới thế nào?,False,daily_forecast,city,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.9}",daily_forecast,city,True,620.0
Qwen2.5-0.5B,Điểm sương là bao nhiêu?,True,expert_weather_param,district,"{""intent"": ""expert_weather_param"", ""scope"": ""district"", ""confidence"": 0.89, ""rewritten_query"": ""Điểm sương ở quận Cầu Giấy hiện tại bao nhiêu?""}",expert_weather_param,district,True,1308.5
Qwen2.5-0.5B,o do co nang khong?,True,current_weather,ward,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.89, ""rewritten_query"": ""Phường Xuân Phương hôm nay có nóng không?""}",temperature_query,ward,False,1144.4
Qwen2.5-0.5B,Tuần vừa qua ở Phường Hà Đông thời tiết ra sao nhỉ?,False,historical_weather,ward,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.9}",historical_weather,ward,True,629.4
Qwen2.5-0.5B,"Nam Phù, Thanh Trì có mưa hay không vào hôm nay?",False,rain_query,ward,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.9}",rain_query,ward,True,605.7
Qwen2.5-0.5B,Thời tiết Xã Bất Bạt sáng mai ra sao?,False,daily_forecast,ward,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.9}",daily_forecast,ward,True,630.8
Qwen2.5-0.5B,"Trưa nay, thời tiết ở Kim Liên, Đống Đa được dự đoán ra sao theo từng giờ?",False,hourly_forecast,ward,"{""intent"": ""hourly_forecast"", ""scope"": ""ward"", ""confidence"": 0.9}",hourly_forecast,ward,True,653.6
Qwen2.5-0.5B,Thời tiết ngày mai ra sao?,True,daily_forecast,district,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.9, ""rewritten_query"": ""Dự báo thời tiết ngày mai ở huyện Thanh Trì?""}",daily_forecast,district,True,1195.0
Qwen2.5-0.5B,Nhiệt độ ở đây thế nào?,True,temperature_query,district,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.86, ""rewritten_query"": ""Nhiệt độ tại quận Đống Đa bây giờ ra sao?""}",temperature_query,district,True,1268.0
Qwen2.5-0.5B,Cho mình biết tình hình thời tiết Ba Đình hôm nay,False,weather_overview,district,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.9}",weather_overview,district,True,632.5
